,Date,HomeTeam,HomeScore,AwayTeam,AwayScore,HomeScoreAverage,HomeDefenseAverage,AwayScoreAverage,AwayDefenseAverage,Result
7778,2016-12-15,Wofford,96,Austin Peay,77,93.4,70.4,69.71428571428571,87.0,19
7779,2016-12-15,North Carolina State,97,Appalachian State,64,80.625,68.0,72.0,86.66666666666667,33
7781,2016-12-15,UMKC,75,Nebraska-Omaha,80,83.125,77.625,74.875,80.625,-5
7782,2016-12-15,Alabama,78,USC Upstate,61,70.71428571428571,60.142857142857146,76.75,85.875,17
7784,2016-12-15,Ole Miss,78,Murray State,73,81.14285714285714,78.14285714285714,75.57142857142857,81.71428571428571,5
7785,2016-12-15,Auburn,117,Coastal Carolina,72,85.14285714285714,73.0,69.4,84.4,45
7787,2016-12-15,Seattle,82,Mississippi Valley State,67,80.28571428571429,67.42857142857143,59.55555555555556,89.66666666666667,15
7790,2016-12-16,Miami (FL),76,Florida Atlantic,56,74.25,56.375,69.75,74.75,20
7791,2016-12-16,Rider,90,Drexel,82,77.25,76.5,74.57142857142857,78.85714285714286,8
7792,2016-12-16,Furman,67,South Carolina State,69,80.8,56.0,58.111111111111114,84.66666666666667,-2
7796,2016-12-16,Central Arkansas,77,Arkansas State,89,82.0,89.0,72.33333333333333,71.16666666666667,-12
7797,2016-12-16,Texas Rio Grande Valley,95,Lamar,81,84.83333333333333,79.0,69.0,80.0,14
7798,2016-12-16,Bradley,51,Texas-Arlington,56,70.22222222222223,69.11111111111111,67.875,65.875,-5
7800,2016-12-16,South Alabama,79,Samford,82,71.0,63.57142857142857,67.0,64.83333333333333,-3
7801,2016-12-16,Portland,85,South Dakota,82,82.42857142857143,73.71428571428571,69.83333333333333,77.66666666666667,3
7803,2016-12-16,North Dakota,70,North Dakota State,87,90.75,66.0,66.71428571428571,64.85714285714286,-17
7804,2016-12-16,San Francisco,78,Portland State,82,81.0,67.85714285714286,80.66666666666667,86.0,-4
7806,2016-12-16,Oregon State,67,Long Beach State,71,72.71428571428571,67.28571428571429,68.72727272727273,85.72727272727273,-4
7807,2016-12-17,Syracuse,71,Georgetown,78,76.88888888888889,61.333333333333336,71.0,76.33333333333333,-7
7808,2016-12-17,Providence,76,Wagner,54,75.0,57.75,65.5,69.0,22
7809,2016-12-17,Siena,71,Bucknell,68,76.5,65.5,71.42857142857143,76.14285714285714,3
7811,2016-12-17,Louisville,87,Eastern Kentucky,56,81.625,56.875,70.33333333333333,85.16666666666667,31
7812,2016-12-17,Richmond,72,Texas Tech,79,70.85714285714286,69.0,72.0,69.5,-7
7813,2016-12-17,Oklahoma,94,Memphis,99,82.33333333333333,71.0,92.0,90.33333333333333,-5
7814,2016-12-17,Niagara,69,St Bonaventure,79,73.25,72.5,83.4,70.2,-10
7815,2016-12-17,South Florida,66,South Carolina,77,71.83333333333333,71.83333333333333,68.33333333333333,61.0,-11
7816,2016-12-17,Georgia,84,Charleston Southern,64,78.0,67.625,65.2,80.2,20
7817,2016-12-17,Appalachian State,73,James Madison,61,90.25,56.75,65.71428571428571,70.42857142857143,12
7818,2016-12-17,Vermont,82,Eastern Michigan,74,69.85714285714286,58.142857142857146,76.83333333333333,79.66666666666667,8
7819,2016-12-17,Virginia Tech,113,Citadel,71,86.5,69.625,85.6,112.6,42
7820,2016-12-17,Massachusetts,95,Kennesaw State,77,73.25,64.125,73.375,82.75,18
7821,2016-12-17,St Francis (PA),63,Stony Brook,75,84.75,69.75,66.8,81.2,-12
7822,2016-12-17,Florida State,83,Manhattan,67,93.0,71.5,70.71428571428571,86.42857142857143,16
7823,2016-12-17,Detroit Mercy,85,Western Kentucky,79,81.5,79.75,64.57142857142857,73.57142857142857,6
7824,2016-12-17,Purdue,86,Notre Dame,81,84.75,65.25,80.0,78.33333333333333,5
7825,2016-12-17,West Virginia,112,UMKC,67,95.55555555555556,58.22222222222222,70.0,90.4,45
7826,2016-12-17,DePaul,109,Chicago State,61,76.44444444444444,68.22222222222223,60.77777777777778,80.22222222222223,48
7827,2016-12-17,Hampton,79,Winthrop,86,71.0,72.75,83.4,84.6,-7
7828,2016-12-17,La Salle,84,Florida Gulf Coast,80,80.83333333333333,78.0,74.6,81.0,4
7829,2016-12-17,Ohio,71,Cleveland State,53,77.0,62.333333333333336,63.714285714285715,81.28571428571429,18
7830,2016-12-17,Morehead State,68,East Tennessee State,78,85.5,69.5,70.2,67.6,-10
7831,2016-12-17,Temple,68,NJIT,63,73.0,67.83333333333333,74.0,81.625,5
7833,2016-12-17,Binghamton,85,Delaware State,66,78.83333333333333,70.5,63.111111111111114,79.11111111111111,19
7835,2016-12-17,North Carolina-Wilmington,100,Radford,64,94.83333333333333,74.16666666666667,56.833333333333336,81.16666666666667,36
7836,2016-12-17,Cincinnati,119,Fairleigh Dickinson,68,86.25,60.875,68.375,87.625,51
7837,2016-12-17,Texas,74,Arkansas,77,75.14285714285714,66.57142857142857,74.0,79.5,-3
7838,2016-12-17,Denver,73,Northern Colorado,70,80.66666666666667,83.33333333333333,65.71428571428571,78.28571428571429,3
7839,2016-12-17,UCLA,86,Ohio State,73,96.9090909090909,72.9090909090909,70.66666666666667,72.33333333333333,13
7840,2016-12-17,Michigan,98,Maryland-Eastern Shore,49,77.125,56.25,62.888888888888886,83.11111111111111,49
7841,2016-12-17,McNeese State,66,North Carolina Central,74,77.8,80.4,67.33333333333333,67.77777777777777,-8
7842,2016-12-17,New Orleans,71,Louisiana-Lafayette,76,84.5,66.25,77.83333333333333,76.0,-5
7843,2016-12-17,Milwaukee,59,Western Illinois,75,70.25,71.5,63.2,70.4,-16
7844,2016-12-17,Colorado State,70,Kansas State,89,75.77777777777777,69.11111111111111,80.33333333333333,64.0,-19
7845,2016-12-17,Buffalo,87,Canisius,94,79.0,64.6,80.875,81.875,-7
7846,2016-12-17,Missouri,64,Eastern Illinois,67,70.66666666666667,64.0,71.0,68.83333333333333,-3
7847,2016-12-17,Washington State,69,Santa Clara,68,73.22222222222223,71.33333333333333,58.75,67.25,1
7849,2016-12-17,Illinois-Chicago,75,Loyola (IL),81,82.6,74.6,76.2,71.4,-6
7850,2016-12-17,Florida,87,Charlotte,46,76.5,61.875,69.25,88.0,41
7851,2016-12-17,Iowa,69,Northern Iowa,46,84.9,76.6,63.2,68.8,23
7852,2016-12-17,UNC Asheville,59,Western Carolina,57,84.0,59.75,49.75,74.375,2
7853,2016-12-17,Virginia,79,Robert Morris,39,70.25,46.875,58.142857142857146,72.0,40
7854,2016-12-17,South Dakota State,88,Murray State,84,78.28571428571429,68.57142857142857,76.625,82.5,4
7855,2016-12-17,Indiana,78,Butler,83,88.66666666666667,67.0,74.5,68.75,-5
7856,2016-12-17,Saint Louis,72,SIU-Edwardsville,58,65.71428571428571,69.0,65.0,73.71428571428571,14
7858,2016-12-17,Northwestern State,68,Louisiana-Monroe,64,82.5,73.5,62.833333333333336,76.83333333333333,4
7859,2016-12-17,North Carolina,100,Kentucky,103,89.875,69.125,95.66666666666667,72.33333333333333,-3
7860,2016-12-17,Utah,92,Prairie View A&M,60,85.75,62.5,60.8,83.0,32
7861,2016-12-17,Southern Utah,81,IUPUI,101,87.0,85.83333333333333,74.55555555555556,79.44444444444444,-20
7862,2016-12-17,LSU,88,Texas Southern,80,76.25,72.25,71.45454545454545,79.9090909090909,8
7863,2016-12-17,Missouri State,71,Southeast Missouri State,66,84.14285714285714,61.42857142857143,68.33333333333333,79.33333333333333,5
7864,2016-12-17,Baylor,82,Jackson State,57,76.875,58.375,64.0,78.0,25
7865,2016-12-17,Wyoming,97,Cornell,78,82.42857142857143,68.57142857142857,69.0,81.33333333333333,19
7866,2016-12-17,Seton Hall,81,Delaware,68,76.22222222222223,65.55555555555556,66.0,70.2,13
7867,2016-12-17,Tennessee Tech,79,Lipscomb,81,82.83333333333333,67.33333333333333,72.0,84.28571428571429,-2
7868,2016-12-17,Virginia Commonwealth,80,Middle Tennessee,77,72.375,66.75,73.5,66.0,3
7869,2016-12-17,Albany,87,St Francis (BKN),60,78.66666666666667,64.16666666666667,58.75,78.5,27
7870,2016-12-17,UMBC,72,Towson,73,89.0,69.2,70.8,71.2,-1
7871,2016-12-17,Iowa State,97,Drake,80,90.14285714285714,63.142857142857146,68.8,76.0,17
7872,2016-12-17,Kansas,89,Davidson,71,88.0,64.33333333333333,70.33333333333333,70.0,18
7873,2016-12-17,Wichita State,76,Oklahoma State,93,87.28571428571429,60.142857142857146,81.4,82.2,-17
7874,2016-12-17,Pittsburgh,83,Rice,73,80.75,74.0,87.6,80.8,10
7875,2016-12-17,Loyola Marymount,91,Incarnate Word,90,80.66666666666667,69.33333333333333,68.75,82.5,1
7876,2016-12-17,Toledo,78,Southeastern Louisiana,56,80.2,74.0,62.833333333333336,74.83333333333333,22
7877,2016-12-17,Northwestern,67,Dayton,64,77.2,62.8,75.75,73.25,3
7878,2016-12-17,Florida International,53,Northern Illinois,60,72.16666666666667,66.5,62.75,69.25,-7
7879,2016-12-17,Sam Houston State,76,North Texas,70,84.83333333333333,64.66666666666667,55.333333333333336,70.66666666666667,6
7880,2016-12-17,Akron,99,Marshall,88,83.0,60.714285714285715,80.75,98.75,11
7883,2016-12-17,Houston,83,Texas Rio Grande Valley,58,89.14285714285714,59.285714285714285,72.875,88.0,25
7884,2016-12-17,Arizona State,70,New Mexico State,81,83.75,84.125,67.2,65.0,-11
7885,2016-12-17,Tennessee-Martin,97,Bethune-Cookman,72,89.0,74.57142857142857,69.85714285714286,89.57142857142857,25
7886,2016-12-17,Austin Peay,69,Evansville,77,89.25,77.5,59.666666666666664,71.0,-8
7887,2016-12-17,Creighton,66,Oral Roberts,65,90.5,71.4,65.0,80.0,1
7888,2016-12-17,New Mexico,83,Arkansas-Pine Bluff,43,82.57142857142857,67.42857142857143,52.44444444444444,74.88888888888889,40
7889,2016-12-17,Tulsa,74,Texas State,59,72.66666666666667,69.0,59.4,68.0,15
7890,2016-12-17,Valparaiso,89,Indiana State,71,79.83333333333333,67.33333333333333,71.57142857142857,74.57142857142857,18
7891,2016-12-17,UC Riverside,63,Montana,71,79.5,60.5,70.625,79.25,-8
7892,2016-12-17,Louisiana Tech,89,Grambling State,55,82.85714285714286,57.57142857142857,60.857142857142854,83.85714285714286,34
7893,2016-12-17,California,81,Cal Poly,55,76.625,58.5,65.0,77.16666666666667,26
7894,2016-12-17,Xavier,69,Wake Forest,65,78.28571428571429,63.142857142857146,76.16666666666667,69.66666666666667,4
7895,2016-12-17,Vanderbilt,76,Chattanooga,74,77.25,66.375,72.66666666666667,73.0,2
7896,2016-12-17,Weber State,93,Utah Valley,85,87.16666666666667,65.33333333333333,85.33333333333333,90.16666666666667,8
7897,2016-12-17,Grand Canyon,72,Mississippi Valley State,62,72.42857142857143,67.42857142857143,59.8,87.9,10
7899,2016-12-17,UTEP,74,Northern Arizona,76,74.14285714285714,76.85714285714286,68.33333333333333,83.5,-2
7900,2016-12-17,Illinois,75,BYU,73,84.2,71.3,78.5,83.0,2
7901,2016-12-17,Pacific,68,Fresno State,70,70.5,63.5,71.0,71.4,-2
7902,2016-12-17,Sacramento State,88,Abilene Christian,86,76.8,70.6,71.0,72.6,2
7903,2016-12-17,USC,82,Troy,77,85.625,70.0,65.4,73.8,5
7904,2016-12-17,Oregon,83,UNLV,63,81.5,62.3,75.0,87.0,20
7906,2016-12-18,UCF,80,Miami (OH),73,72.0,58.625,71.5,84.25,7
7907,2016-12-18,Rhode Island,65,Holy Cross,54,78.0,60.666666666666664,53.285714285714285,64.0,11
7908,2016-12-18,Northern Kentucky,70,Eastern Washington,48,77.8,66.6,66.25,82.25,22
7909,2016-12-18,Rutgers,68,Fordham,53,77.22222222222223,59.22222222222222,55.8,75.6,15
7910,2016-12-18,Boston College,82,Sacred Heart,75,73.3,70.3,70.57142857142857,76.57142857142857,7
7911,2016-12-18,Stetson,74,Purdue Fort Wayne,93,85.71428571428571,80.71428571428571,81.6,85.4,-19
7912,2016-12-18,Connecticut,80,North Florida,59,68.16666666666667,69.33333333333333,68.375,82.375,21
7913,2016-12-18,Auburn,76,Mercer,74,84.0,73.125,62.666666666666664,75.33333333333333,2
7914,2016-12-18,Boston University,73,New Hampshire,69,82.33333333333333,70.0,65.71428571428571,72.0,4
7915,2016-12-18,Maine,75,Quinnipiac,85,70.83333333333333,69.33333333333333,73.66666666666667,80.0,-10
7917,2016-12-18,Massachusetts-Lowell,86,Central Connecticut State,69,81.25,75.5,63.142857142857146,77.14285714285714,17
7918,2016-12-18,LIU Brooklyn,68,Dartmouth,82,72.6,66.0,66.28571428571429,75.42857142857143,-14
7919,2016-12-18,Nebraska,62,Gardner-Webb,70,68.5,63.125,72.16666666666667,76.0,-8
7920,2016-12-18,Georgia Tech,74,Alcorn State,50,74.16666666666667,62.5,57.142857142857146,80.57142857142857,24
7921,2016-12-18,Old Dominion,58,Georgia State,46,60.833333333333336,58.166666666666664,60.2,68.0,12
7923,2016-12-18,North Carolina State,99,Fairfield,78,82.66666666666667,69.11111111111111,73.66666666666667,75.5,21
7924,2016-12-18,USC Upstate,66,Jacksonville State,67,78.16666666666667,65.66666666666667,71.72727272727273,75.9090909090909,-1
7927,2016-12-18,Kent State,63,Wright State,68,88.42857142857143,65.71428571428571,68.2,74.8,-5
7928,2016-12-18,Tennessee,76,Gonzaga,86,83.57142857142857,73.57142857142857,78.5,68.0,-10
7929,2016-12-18,Alabama,54,Clemson,67,68.625,61.0,75.75,71.25,-13
7930,2016-12-18,Montana State,68,South Dakota,80,83.85714285714286,76.28571428571429,71.28571428571429,76.28571428571429,-12
7931,2016-12-18,Nebraska-Omaha,102,Cal State Fullerton,96,99.5,88.0,72.0,83.66666666666667,6
7935,2016-12-18,San Jose State,77,Bowling Green,76,75.2,67.8,68.0,77.4,1
7937,2016-12-18,UAB,75,Southern University,74,76.42857142857143,66.85714285714286,71.85714285714286,80.57142857142857,1
7938,2016-12-18,Oregon State,45,Portland,53,69.25,65.5,69.66666666666667,70.0,-8
7940,2016-12-18,TCU,96,Texas Southern,59,83.75,63.0,70.41666666666667,81.25,37
7941,2016-12-18,Boise State,82,Idaho State,59,79.83333333333333,62.166666666666664,64.44444444444444,82.22222222222223,23
7942,2016-12-18,Michigan State,73,Northeastern,81,72.5,68.6,72.55555555555556,72.11111111111111,-8
7943,2016-12-18,Washington,92,Western Michigan,86,91.0,85.42857142857143,69.66666666666667,84.33333333333333,6
7944,2016-12-19,American University,61,Maryland-Eastern Shore,58,65.33333333333333,65.33333333333333,62.4,80.9,3
7945,2016-12-19,Florida State,76,Samford,68,91.45454545454545,71.18181818181819,67.14285714285714,66.42857142857143,8
7946,2016-12-19,Purdue,82,Western Illinois,50,84.44444444444444,63.55555555555556,61.0,72.33333333333333,32
7948,2016-12-19,Norfolk State,87,Eastern Kentucky,80,75.2,65.2,71.71428571428571,85.42857142857143,7
7949,2016-12-19,UMBC,120,Citadel,111,94.16666666666667,76.16666666666667,89.83333333333333,113.83333333333333,9
7950,2016-12-19,Notre Dame,77,Colgate,62,87.11111111111111,62.22222222222222,70.125,78.875,15
7951,2016-12-19,St Bonaventure,92,Army,83,83.33333333333333,78.66666666666667,78.6,84.4,9
7955,2016-12-19,Ball State,61,Longwood,45,76.66666666666667,66.5,59.0,84.8,16
7956,2016-12-19,Tennessee Tech,62,Furman,68,79.85714285714286,67.42857142857143,69.57142857142857,67.71428571428571,-6
7959,2016-12-19,Duquesne,74,Jackson State,62,73.5,70.0,63.75,77.5,12
7960,2016-12-19,UNC Asheville,73,UNC Greensboro,75,81.8,62.8,68.0,65.0,-2
7961,2016-12-19,Coastal Carolina,74,Wofford,75,76.75,67.625,63.57142857142857,73.71428571428571,-1
7963,2016-12-19,Marquette,78,St Francis (PA),65,85.3,71.8,71.33333333333333,84.0,13
7964,2016-12-19,Syracuse,105,Eastern Michigan,57,79.7,60.9,74.0,83.28571428571429,48
7965,2016-12-19,Duke,65,Tennessee State,55,83.63636363636364,63.45454545454545,66.75,66.5,10
7966,2016-12-19,Western Carolina,70,High Point,65,72.0,59.666666666666664,67.4,80.6,5
7968,2016-12-19,Morehead State,111,Central Arkansas,85,90.6,72.6,66.3,85.9,26
7970,2016-12-19,Rice,100,Northwestern State,93,83.42857142857143,72.0,66.0,80.83333333333333,7
7971,2016-12-19,Green Bay,94,SIU-Edwardsville,92,83.0,80.75,68.375,76.25,2
7972,2016-12-19,Oral Roberts,63,Arkansas-Little Rock,48,75.16666666666667,73.16666666666667,72.16666666666667,71.16666666666667,15
7973,2016-12-19,Indiana,103,Delaware State,56,90.1,65.9,62.4,81.5,47
7974,2016-12-19,Milwaukee,56,Belmont,62,67.4,69.6,70.83333333333333,74.83333333333333,-6
7975,2016-12-19,LSU,75,Charleston,65,76.11111111111111,71.44444444444444,59.0,59.25,10
7976,2016-12-19,Tulane,63,McNeese State,70,74.71428571428571,79.71428571428571,64.8,89.6,-7
7977,2016-12-19,Lamar,82,Liberty,65,89.75,57.0,62.0,80.0,17
7978,2016-12-19,Drake,75,South Dakota State,83,69.5,72.16666666666667,66.71428571428571,80.0,-8
7980,2016-12-19,New Mexico State,85,UC Irvine,79,84.125,69.0,63.75,72.25,6
7981,2016-12-19,Wyoming,72,Troy,66,81.125,68.25,65.5,73.5,6
7982,2016-12-19,Ole Miss,66,Bradley,49,79.25,74.5,66.33333333333333,76.33333333333333,17
7983,2016-12-19,Air Force,68,Colorado,75,80.5,71.1,74.0,70.0,-7
7984,2016-12-19,Mississippi State,86,Southern Miss,44,73.0,62.75,54.5,84.25,42
7985,2016-12-19,SMU,72,Stanford,49,73.8,57.5,60.5,70.0,23
7986,2016-12-19,Colorado State,66,Loyola Marymount,69,74.8,69.1,67.33333333333333,71.0,-3
7987,2016-12-19,Utah State,76,New Orleans,66,77.16666666666667,66.5,63.166666666666664,82.5,10
7988,2016-12-19,DePaul,81,Southeast Missouri State,78,76.9,69.2,69.71428571428571,79.57142857142857,3
7989,2016-12-19,Denver,74,Arkansas-Pine Bluff,52,79.0,75.5,52.4,74.8,22
7990,2016-12-19,Missouri State,66,Chicago State,46,81.875,59.5,59.3,78.8,20
7991,2016-12-19,UNLV,68,Southern Illinois,61,73.77777777777777,68.88888888888889,64.6,74.4,7
7993,2016-12-19,Seattle,89,Southern Utah,75,81.375,68.375,69.0,80.66666666666667,14
7994,2016-12-19,San Francisco,86,Abilene Christian,51,81.625,65.75,67.66666666666667,74.83333333333333,35
7995,2016-12-19,USC,79,Cornell,67,84.88888888888889,69.66666666666667,68.71428571428571,81.0,12
7996,2016-12-20,Winthrop,86,Georgia Southern,84,75.2,63.2,73.5,74.6,2
7997,2016-12-20,Coppin State,53,Louisiana-Monroe,65,73.0,75.75,63.142857142857146,73.42857142857143,-12
7998,2016-12-20,North Carolina-Wilmington,81,East Carolina,71,92.85714285714286,73.71428571428571,64.5,74.0,10
7999,2016-12-20,Xavier,85,Eastern Washington,56,79.125,62.25,64.2,82.8,29
8001,2016-12-20,Georgia Tech,43,Georgia,60,69.71428571428571,62.142857142857146,59.333333333333336,60.666666666666664,-17
8002,2016-12-20,Monmouth,96,Princeton,90,85.16666666666667,72.83333333333333,73.0,75.66666666666667,6
8003,2016-12-20,West Virginia,84,Radford,57,94.4,58.1,56.857142857142854,81.57142857142857,27
8004,2016-12-20,Arkansas,71,North Dakota State,55,85.0,68.66666666666667,65.25,65.625,16
8005,2016-12-20,Toledo,74,Loyola (IL),70,79.16666666666667,73.33333333333333,75.16666666666667,71.83333333333333,4
8006,2016-12-20,St Francis (BKN),54,Manhattan,61,73.0,69.25,69.5,82.375,-7
8007,2016-12-20,Ohio State,77,Youngstown State,40,76.0,58.44444444444444,67.375,80.5,37
8008,2016-12-20,Oakland,59,Northeastern,61,83.0,65.75,71.4,70.8,-2
8009,2016-12-20,James Madison,55,Richmond,75,62.75,79.5,73.0,67.5,-20
8010,2016-12-20,Iowa State,88,Mississippi Valley State,60,89.875,62.75,59.81818181818182,87.9090909090909,28
8011,2016-12-20,Maryland,88,Charlotte,72,76.25,64.41666666666667,69.8,88.0,16
8013,2016-12-20,Delaware,59,Marist,56,66.5,60.333333333333336,65.85714285714286,80.42857142857143,3
8014,2016-12-20,South Florida,48,Northern Illinois,59,68.42857142857143,70.0,62.0,65.0,-11
8015,2016-12-20,Louisiana Tech,78,Florida Gulf Coast,79,82.25,60.25,75.33333333333333,80.5,-1
8017,2016-12-20,Nebraska,81,Southern University,76,69.88888888888889,64.55555555555556,72.375,80.625,5
8018,2016-12-20,Northern Colorado,77,UC Riverside,61,82.75,70.5,59.0,80.33333333333333,16
8019,2016-12-20,Illinois-Chicago,75,Northern Arizona,65,81.33333333333333,73.0,67.85714285714286,82.28571428571429,10
8020,2016-12-20,Austin Peay,85,Lipscomb,99,88.4,81.8,75.375,84.375,-14
8021,2016-12-20,Northwestern,87,IUPUI,65,78.0909090909091,63.0,73.6,80.2,22
8022,2016-12-20,Louisiana-Lafayette,90,Pepperdine,64,94.28571428571429,68.28571428571429,65.66666666666667,86.0,26
8023,2016-12-20,SMU,71,Albany,53,73.54545454545455,57.09090909090909,65.85714285714286,72.85714285714286,18
8024,2016-12-20,North Texas,71,Southeastern Louisiana,65,73.25,67.0,63.142857142857146,74.28571428571429,6
8025,2016-12-20,Providence,79,Maine,59,75.44444444444444,57.888888888888886,68.66666666666667,80.16666666666667,20
8026,2016-12-20,UMKC,66,Tennessee-Martin,77,81.22222222222223,77.55555555555556,72.0,76.71428571428571,-11
8027,2016-12-20,Iowa,84,North Dakota,73,84.81818181818181,76.27272727272727,71.33333333333333,72.0,11
8028,2016-12-20,BYU,84,Idaho State,58,85.8,72.3,63.8,82.4,26
8029,2016-12-20,Arizona,77,New Mexico,46,75.55555555555556,59.55555555555556,64.0,79.2,31
8030,2016-12-20,Virginia Tech,87,Charleston Southern,59,86.55555555555556,68.44444444444444,64.16666666666667,81.33333333333333,28
8031,2016-12-20,Arizona State,85,Creighton,96,83.88888888888889,85.44444444444444,86.5,73.5,-11
8032,2016-12-20,Grand Canyon,63,Alcorn State,53,71.25,65.625,56.625,78.375,10
8033,2016-12-20,Portland,75,Portland State,77,81.5,74.125,80.14285714285714,84.42857142857143,-2
8034,2016-12-20,Pacific,69,Kennesaw State,56,70.28571428571429,62.42857142857143,71.44444444444444,81.22222222222223,13
8036,2016-12-20,Washington,77,Cal Poly,61,89.25,82.375,64.42857142857143,77.14285714285714,16
8037,2016-12-20,Oregon,75,Fresno State,63,80.9090909090909,62.36363636363637,69.66666666666667,72.0,12
8038,2016-12-21,Chattanooga,73,Jacksonville State,57,88.66666666666667,62.833333333333336,70.5,75.66666666666667,16
8039,2016-12-21,UC Santa Barbara,57,Iona,73,63.75,68.25,76.375,70.625,-16
8040,2016-12-21,Texas Tech,91,Longwood,60,84.0,57.8,59.166666666666664,85.83333333333333,31
8041,2016-12-21,Penn State,96,Morgan State,55,74.55555555555556,68.55555555555556,59.6,86.4,41
8042,2016-12-21,Nevada,81,Towson,72,80.25,69.875,71.0,72.83333333333333,9
8043,2016-12-21,Indiana State,88,Eastern Illinois,85,75.6,68.0,73.0,71.57142857142857,3
8044,2016-12-21,Elon,61,Duke,72,81.57142857142857,77.85714285714286,83.0,53.0,-11
